id,region,departement,centre_vote,bureau_vote,type_vote
326,Kédougou,Kédougou,Centre de Vote Kédougou 3,BV-KÉD-03-02,National
327,Kédougou,Kédougou,Centre de Vote Kédougou 4,BV-KÉD-04-01,National
328,Kédougou,Kédougou,Centre de Vote Kédougou 4,BV-KÉD-04-02,National
329,Kédougou,Kédougou,Centre de Vote Kédougou 5,BV-KÉD-05-01,National
330,Kédougou,Kédougou,Centre de Vote Kédougou 5,BV-KÉD-05-02,National
331,Kédougou,Salémata,Centre de Vote Salémata 1,BV-SAL-01-01,National
332,Kédougou,Salémata,Centre de Vote Salémata 1,BV-SAL-01-02,National
333,Kédougou,Salémata,Centre de Vote Salémata 2,BV-SAL-02-01,National
334,Kédougou,Salémata,Centre de Vote Salémata 2,BV-SAL-02-02,National
335,Kédougou,Salémata,Centre de Vote Salémata 3,BV-SAL-03-01,National
336,Kédougou,Salémata,Centre de Vote Salémata 3,BV-SAL-03-02,National
337,Kédougou,Salémata,Centre de Vote Salémata 4,BV-SAL-04-01,National
338,Kédougou,Salémata,Centre de Vote Salémata 4,BV-SAL-04-02,National
339,Kédougou,Salémata,Centre de Vote Salémata 5,BV-SAL-05-01,National
340,Kédougou,Salémata,Centre de Vote Salémata 5,BV-SAL-05-02,National
341,Kédougou,Saraya,Centre de Vote Saraya 1,BV-SAR-01-01,National
342,Kédougou,Saraya,Centre de Vote Saraya 1,BV-SAR-01-02,National
343,Kédougou,Saraya,Centre de Vote Saraya 2,BV-SAR-02-01,National
344,Kédougou,Saraya,Centre de Vote Saraya 2,BV-SAR-02-02,National
345,Kédougou,Saraya,Centre de Vote Saraya 3,BV-SAR-03-01,National
346,Kédougou,Saraya,Centre de Vote Saraya 3,BV-SAR-03-02,National
347,Kédougou,Saraya,Centre de Vote Saraya 4,BV-SAR-04-01,National
348,Kédougou,Saraya,Centre de Vote Saraya 4,BV-SAR-04-02,National
349,Kédougou,Saraya,Centre de Vote Saraya 5,BV-SAR-05-01,National
350,Kédougou,Saraya,Centre de Vote Saraya 5,BV-SAR-05-02,National
351,Kolda,Kolda,Centre de Vote Kolda 1,BV-KOL-01-01,National
352,Kolda,Kolda,Centre de Vote Kolda 1,BV-KOL-01-02,National
353,Kolda,Kolda,Centre de Vote Kolda 2,BV-KOL-02-01,National
354,Kolda,Kolda,Centre de Vote Kolda 2,BV-KOL-02-02,National
355,Kolda,Kolda,Centre de Vote Kolda 3,BV-KOL-03-01,National
356,Kolda,Kolda,Centre de Vote Kolda 3,BV-KOL-03-02,National
357,Kolda,Kolda,Centre de Vote Kolda 4,BV-KOL-04-01,National
358,Kolda,Kolda,Centre de Vote Kolda 4,BV-KOL-04-02,National
359,Kolda,Kolda,Centre de Vote Kolda 5,BV-KOL-05-01,National
360,Kolda,Kolda,Centre de Vote Kolda 5,BV-KOL-05-02,National
361,Kolda,Médina Yoro Foulah,Centre de Vote Médina Yoro Foulah 1,BV-MÉD-01-01,National
362,Kolda,Médina Yoro Foulah,Centre de Vote Médina Yoro Foulah 1,BV-MÉD-01-02,National
363,Kolda,Médina Yoro Foulah,Centre de Vote Médina Yoro Foulah 2,BV-MÉD-02-01,National
364,Kolda,Médina Yoro Foulah,Centre de Vote Médina Yoro Foulah 2,BV-MÉD-02-02,National
365,Kolda,Médina Yoro Foulah,Centre de Vote Médina Yoro Foulah 3,BV-MÉD-03-01,National
366,Kolda,Médina Yoro Foulah,Centre de Vote Médina Yoro Foulah 3,BV-MÉD-03-02,National
367,Kolda,Médina Yoro Foulah,Centre de Vote Médina Yoro Foulah 4,BV-MÉD-04-01,National
368,Kolda,Médina Yoro Foulah,Centre de Vote Médina Yoro Foulah 4,BV-MÉD-04-02,National
369,Kolda,Médina Yoro Foulah,Centre de Vote Médina Yoro Foulah 5,BV-MÉD-05-01,National
370,Kolda,Médina Yoro Foulah,Centre de Vote Médina Yoro Foulah 5,BV-MÉD-05-02,National
371,Kolda,Vélingara,Centre de Vote Vélingara 1,BV-VÉL-01-01,National
372,Kolda,Vélingara,Centre de Vote Vélingara 1,BV-VÉL-01-02,National
373,Kolda,Vélingara,Centre de Vote Vélingara 2,BV-VÉL-02-01,National
374,Kolda,Vélingara,Centre de Vote Vélingara 2,BV-VÉL-02-02,National
375,Kolda,Vélingara,Centre de Vote Vélingara 3,BV-VÉL-03-01,National
376,Kolda,Vélingara,Centre de Vote Vélingara 3,BV-VÉL-03-02,National
377,Kolda,Vélingara,Centre de Vote Vélingara 4,BV-VÉL-04-01,National
378,Kolda,Vélingara,Centre de Vote Vélingara 4,BV-VÉL-04-02,National
379,Kolda,Vélingara,Centre de Vote Vélingara 5,BV-VÉL-05-01,National
380,Kolda,Vélingara,Centre de Vote Vélingara 5,BV-VÉL-05-02,National
381,Sédhiou,Sédhiou,Centre de Vote Sédhiou 1,BV-SÉD-01-01,National
382,Sédhiou,Sédhiou,Centre de Vote Sédhiou 1,BV-SÉD-01-02,National
383,Sédhiou,Sédhiou,Centre de Vote Sédhiou 2,BV-SÉD-02-01,National
384,Sédhiou,Sédhiou,Centre de Vote Sédhiou 2,BV-SÉD-02-02,National
385,Sédhiou,Sédhiou,Centre de Vote Sédhiou 3,BV-SÉD-03-01,National
386,Sédhiou,Sédhiou,Centre de Vote Sédhiou 3,BV-SÉD-03-02,National
387,Sédhiou,Sédhiou,Centre de Vote Sédhiou 4,BV-SÉD-04-01,National
388,Sédhiou,Sédhiou,Centre de Vote Sédhiou 4,BV-SÉD-04-02,National
389,Sédhiou,Sédhiou,Centre de Vote Sédhiou 5,BV-SÉD-05-01,National
390,Sédhiou,Sédhiou,Centre de Vote Sédhiou 5,BV-SÉD-05-02,National
391,Sédhiou,Bounkiling,Centre de Vote Bounkiling 1,BV-BOU-01-01,National
392,Sédhiou,Bounkiling,Centre de Vote Bounkiling 1,BV-BOU-01-02,National
393,Sédhiou,Bounkiling,Centre de Vote Bounkiling 2,BV-BOU-02-01,National
394,Sédhiou,Bounkiling,Centre de Vote Bounkiling 2,BV-BOU-02-02,National
395,Sédhiou,Bounkiling,Centre de Vote Bounkiling 3,BV-BOU-03-01,National
396,Sédhiou,Bounkiling,Centre de Vote Bounkiling 3,BV-BOU-03-02,National
397,Sédhiou,Bounkiling,Centre de Vote Bounkiling 4,BV-BOU-04-01,National
398,Sédhiou,Bounkiling,Centre de Vote Bounkiling 4,BV-BOU-04-02,National
399,Sédhiou,Bounkiling,Centre de Vote Bounkiling 5,BV-BOU-05-01,National
400,Sédhiou,Bounkiling,Centre de Vote Bounkiling 5,BV-BOU-05-02,National
401,Sédhiou,Goudomp,Centre de Vote Goudomp 1,BV-GOU-01-01,National
402,Sédhiou,Goudomp,Centre de Vote Goudomp 1,BV-GOU-01-02,National
403,Sédhiou,Goudomp,Centre de Vote Goudomp 2,BV-GOU-02-01,National
404,Sédhiou,Goudomp,Centre de Vote Goudomp 2,BV-GOU-02-02,National
405,Sédhiou,Goudomp,Centre de Vote Goudomp 3,BV-GOU-03-01,National
406,Sédhiou,Goudomp,Centre de Vote Goudomp 3,BV-GOU-03-02,National
407,Sédhiou,Goudomp,Centre de Vote Goudomp 4,BV-GOU-04-01,National
408,Sédhiou,Goudomp,Centre de Vote Goudomp 4,BV-GOU-04-02,National
409,Sédhiou,Goudomp,Centre de Vote Goudomp 5,BV-GOU-05-01,National
410,Sédhiou,Goudomp,Centre de Vote Goudomp 5,BV-GOU-05-02,National
411,Ziguinchor,Ziguinchor,Centre de Vote Ziguinchor 1,BV-ZIG-01-01,National
412,Ziguinchor,Ziguinchor,Centre de Vote Ziguinchor 1,BV-ZIG-01-02,National
413,Ziguinchor,Ziguinchor,Centre de Vote Ziguinchor 2,BV-ZIG-02-01,National
414,Ziguinchor,Ziguinchor,Centre de Vote Ziguinchor 2,BV-ZIG-02-02,National
415,Ziguinchor,Ziguinchor,Centre de Vote Ziguinchor 3,BV-ZIG-03-01,National
416,Ziguinchor,Ziguinchor,Centre de Vote Ziguinchor 3,BV-ZIG-03-02,National
417,Ziguinchor,Ziguinchor,Centre de Vote Ziguinchor 4,BV-ZIG-04-01,National
418,Ziguinchor,Ziguinchor,Centre de Vote Ziguinchor 4,BV-ZIG-04-02,National
419,Ziguinchor,Ziguinchor,Centre de Vote Ziguinchor 5,BV-ZIG-05-01,National
420,Ziguinchor,Ziguinchor,Centre de Vote Ziguinchor 5,BV-ZIG-05-02,National
421,Ziguinchor,Bignona,Centre de Vote Bignona 1,BV-BIG-01-01,National
422,Ziguinchor,Bignona,Centre de Vote Bignona 1,BV-BIG-01-02,National
423,Ziguinchor,Bignona,Centre de Vote Bignona 2,BV-BIG-02-01,National
424,Ziguinchor,Bignona,Centre de Vote Bignona 2,BV-BIG-02-02,National
425,Ziguinchor,Bignona,Centre de Vote Bignona 3,BV-BIG-03-01,National
426,Ziguinchor,Bignona,Centre de Vote Bignona 3,BV-BIG-03-02,National
427,Ziguinchor,Bignona,Centre de Vote Bignona 4,BV-BIG-04-01,National
428,Ziguinchor,Bignona,Centre de Vote Bignona 4,BV-BIG-04-02,National
429,Ziguinchor,Bignona,Centre de Vote Bignona 5,BV-BIG-05-01,National
430,Ziguinchor,Bignona,Centre de Vote Bignona 5,BV-BIG-05-02,National
431,Ziguinchor,Oussouye,Centre de Vote Oussouye 1,BV-OUS-01-01,National
432,Ziguinchor,Oussouye,Centre de Vote Oussouye 1,BV-OUS-01-02,National
433,Ziguinchor,Oussouye,Centre de Vote Oussouye 2,BV-OUS-02-01,National
434,Ziguinchor,Oussouye,Centre de Vote Oussouye 2,BV-OUS-02-02,National
435,Ziguinchor,Oussouye,Centre de Vote Oussouye 3,BV-OUS-03-01,National
436,Ziguinchor,Oussouye,Centre de Vote Oussouye 3,BV-OUS-03-02,National
437,Ziguinchor,Oussouye,Centre de Vote Oussouye 4,BV-OUS-04-01,National
438,Ziguinchor,Oussouye,Centre de Vote Oussouye 4,BV-OUS-04-02,National
439,Ziguinchor,Oussouye,Centre de Vote Oussouye 5,BV-OUS-05-01,National
440,Ziguinchor,Oussouye,Centre de Vote Oussouye 5,BV-OUS-05-02,National
441,Matam,Matam,Centre de Vote Matam 1,BV-MAT-01-01,National
442,Matam,Matam,Centre de Vote Matam 1,BV-MAT-01-02,National
443,Matam,Matam,Centre de Vote Matam 2,BV-MAT-02-01,National
444,Matam,Matam,Centre de Vote Matam 2,BV-MAT-02-02,National
445,Matam,Matam,Centre de Vote Matam 3,BV-MAT-03-01,National
446,Matam,Matam,Centre de Vote Matam 3,BV-MAT-03-02,National
447,Matam,Matam,Centre de Vote Matam 4,BV-MAT-04-01,National
448,Matam,Matam,Centre de Vote Matam 4,BV-MAT-04-02,National
449,Matam,Matam,Centre de Vote Matam 5,BV-MAT-05-01,National
450,Matam,Matam,Centre de Vote Matam 5,BV-MAT-05-02,National
451,Matam,Kanel,Centre de Vote Kanel 1,BV-KAN-01-01,National
452,Matam,Kanel,Centre de Vote Kanel 1,BV-KAN-01-02,National
453,Matam,Kanel,Centre de Vote Kanel 2,BV-KAN-02-01,National
454,Matam,Kanel,Centre de Vote Kanel 2,BV-KAN-02-02,National
455,Matam,Kanel,Centre de Vote Kanel 3,BV-KAN-03-01,National
456,Matam,Kanel,Centre de Vote Kanel 3,BV-KAN-03-02,National
457,Matam,Kanel,Centre de Vote Kanel 4,BV-KAN-04-01,National
458,Matam,Kanel,Centre de Vote Kanel 4,BV-KAN-04-02,National
459,Matam,Kanel,Centre de Vote Kanel 5,BV-KAN-05-01,National
460,Matam,Kanel,Centre de Vote Kanel 5,BV-KAN-05-02,National
461,Matam,Ranérou,Centre de Vote Ranérou 1,BV-RAN-01-01,National
462,Matam,Ranérou,Centre de Vote Ranérou 1,BV-RAN-01-02,National
463,Matam,Ranérou,Centre de Vote Ranérou 2,BV-RAN-02-01,National
464,Matam,Ranérou,Centre de Vote Ranérou 2,BV-RAN-02-02,National
465,Matam,Ranérou,Centre de Vote Ranérou 3,BV-RAN-03-01,National
466,Matam,Ranérou,Centre de Vote Ranérou 3,BV-RAN-03-02,National
467,Matam,Ranérou,Centre de Vote Ranérou 4,BV-RAN-04-01,National
468,Matam,Ranérou,Centre de Vote Ranérou 4,BV-RAN-04-02,National
469,Matam,Ranérou,Centre de Vote Ranérou 5,BV-RAN-05-01,National
470,Matam,Ranérou,Centre de Vote Ranérou 5,BV-RAN-05-02,National
471,Diaspora,France,Consulat France 1,BV-FRA-01-01,Diaspora
472,Diaspora,France,Consulat France 1,BV-FRA-01-02,Diaspora
473,Diaspora,France,Consulat France 2,BV-FRA-02-01,Diaspora
474,Diaspora,France,Consulat France 2,BV-FRA-02-02,Diaspora
475,Diaspora,France,Consulat France 3,BV-FRA-03-01,Diaspora
476,Diaspora,France,Consulat France 3,BV-FRA-03-02,Diaspora
477,Diaspora,France,Consulat France 4,BV-FRA-04-01,Diaspora
478,Diaspora,France,Consulat France 4,BV-FRA-04-02,Diaspora
479,Diaspora,France,Consulat France 5,BV-FRA-05-01,Diaspora
480,Diaspora,France,Consulat France 5,BV-FRA-05-02,Diaspora
481,Diaspora,Italie,Consulat Italie 1,BV-ITA-01-01,Diaspora
482,Diaspora,Italie,Consulat Italie 1,BV-ITA-01-02,Diaspora
483,Diaspora,Italie,Consulat Italie 2,BV-ITA-02-01,Diaspora
484,Diaspora,Italie,Consulat Italie 2,BV-ITA-02-02,Diaspora
485,Diaspora,Italie,Consulat Italie 3,BV-ITA-03-01,Diaspora
486,Diaspora,Italie,Consulat Italie 3,BV-ITA-03-02,Diaspora
487,Diaspora,Italie,Consulat Italie 4,BV-ITA-04-01,Diaspora
488,Diaspora,Italie,Consulat Italie 4,BV-ITA-04-02,Diaspora
489,Diaspora,Italie,Consulat Italie 5,BV-ITA-05-01,Diaspora
490,Diaspora,Italie,Consulat Italie 5,BV-ITA-05-02,Diaspora
491,Diaspora,Espagne,Consulat Espagne 1,BV-ESP-01-01,Diaspora
492,Diaspora,Espagne,Consulat Espagne 1,BV-ESP-01-02,Diaspora
493,Diaspora,Espagne,Consulat Espagne 2,BV-ESP-02-01,Diaspora
494,Diaspora,Espagne,Consulat Espagne 2,BV-ESP-02-02,Diaspora
495,Diaspora,Espagne,Consulat Espagne 3,BV-ESP-03-01,Diaspora
496,Diaspora,Espagne,Consulat Espagne 3,BV-ESP-03-02,Diaspora
497,Diaspora,Espagne,Consulat Espagne 4,BV-ESP-04-01,Diaspora
498,Diaspora,Espagne,Consulat Espagne 4,BV-ESP-04-02,Diaspora
499,Diaspora,Espagne,Consulat Espagne 5,BV-ESP-05-01,Diaspora
500,Diaspora,Espagne,Consulat Espagne 5,BV-ESP-05-02,Diaspora
501,Diaspora,Belgique,Consulat Belgique 1,BV-BEL-01-01,Diaspora
502,Diaspora,Belgique,Consulat Belgique 1,BV-BEL-01-02,Diaspora
503,Diaspora,Belgique,Consulat Belgique 2,BV-BEL-02-01,Diaspora
504,Diaspora,Belgique,Consulat Belgique 2,BV-BEL-02-02,Diaspora
505,Diaspora,Belgique,Consulat Belgique 3,BV-BEL-03-01,Diaspora
506,Diaspora,Belgique,Consulat Belgique 3,BV-BEL-03-02,Diaspora
507,Diaspora,Belgique,Consulat Belgique 4,BV-BEL-04-01,Diaspora
508,Diaspora,Belgique,Consulat Belgique 4,BV-BEL-04-02,Diaspora
509,Diaspora,Belgique,Consulat Belgique 5,BV-BEL-05-01,Diaspora
510,Diaspora,Belgique,Consulat Belgique 5,BV-BEL-05-02,Diaspora
511,Diaspora,Allemagne,Consulat Allemagne 1,BV-ALL-01-01,Diaspora
512,Diaspora,Allemagne,Consulat Allemagne 1,BV-ALL-01-02,Diaspora
513,Diaspora,Allemagne,Consulat Allemagne 2,BV-ALL-02-01,Diaspora
514,Diaspora,Allemagne,Consulat Allemagne 2,BV-ALL-02-02,Diaspora
515,Diaspora,Allemagne,Consulat Allemagne 3,BV-ALL-03-01,Diaspora
516,Diaspora,Allemagne,Consulat Allemagne 3,BV-ALL-03-02,Diaspora
517,Diaspora,Allemagne,Consulat Allemagne 4,BV-ALL-04-01,Diaspora
518,Diaspora,Allemagne,Consulat Allemagne 4,BV-ALL-04-02,Diaspora
519,Diaspora,Allemagne,Consulat Allemagne 5,BV-ALL-05-01,Diaspora
520,Diaspora,Allemagne,Consulat Allemagne 5,BV-ALL-05-02,Diaspora
521,Diaspora,États-Unis,Consulat États-Unis 1,BV-ÉTA-01-01,Diaspora
522,Diaspora,États-Unis,Consulat États-Unis 1,BV-ÉTA-01-02,Diaspora
523,Diaspora,États-Unis,Consulat États-Unis 2,BV-ÉTA-02-01,Diaspora
524,Diaspora,États-Unis,Consulat États-Unis 2,BV-ÉTA-02-02,Diaspora
525,Diaspora,États-Unis,Consulat États-Unis 3,BV-ÉTA-03-01,Diaspora
526,Diaspora,États-Unis,Consulat États-Unis 3,BV-ÉTA-03-02,Diaspora
527,Diaspora,États-Unis,Consulat États-Unis 4,BV-ÉTA-04-01,Diaspora
528,Diaspora,États-Unis,Consulat États-Unis 4,BV-ÉTA-04-02,Diaspora
529,Diaspora,États-Unis,Consulat États-Unis 5,BV-ÉTA-05-01,Diaspora
530,Diaspora,États-Unis,Consulat États-Unis 5,BV-ÉTA-05-02,Diaspora
531,Diaspora,Canada,Consulat Canada 1,BV-CAN-01-01,Diaspora
532,Diaspora,Canada,Consulat Canada 1,BV-CAN-01-02,Diaspora
533,Diaspora,Canada,Consulat Canada 2,BV-CAN-02-01,Diaspora
534,Diaspora,Canada,Consulat Canada 2,BV-CAN-02-02,Diaspora
535,Diaspora,Canada,Consulat Canada 3,BV-CAN-03-01,Diaspora
536,Diaspora,Canada,Consulat Canada 3,BV-CAN-03-02,Diaspora
537,Diaspora,Canada,Consulat Canada 4,BV-CAN-04-01,Diaspora
538,Diaspora,Canada,Consulat Canada 4,BV-CAN-04-02,Diaspora
539,Diaspora,Canada,Consulat Canada 5,BV-CAN-05-01,Diaspora
540,Diaspora,Canada,Consulat Canada 5,BV-CAN-05-02,Diaspora
541,Diaspora,Maroc,Consulat Maroc 1,BV-MAR-01-01,Diaspora
542,Diaspora,Maroc,Consulat Maroc 1,BV-MAR-01-02,Diaspora
543,Diaspora,Maroc,Consulat Maroc 2,BV-MAR-02-01,Diaspora
544,Diaspora,Maroc,Consulat Maroc 2,BV-MAR-02-02,Diaspora
545,Diaspora,Maroc,Consulat Maroc 3,BV-MAR-03-01,Diaspora
546,Diaspora,Maroc,Consulat Maroc 3,BV-MAR-03-02,Diaspora
547,Diaspora,Maroc,Consulat Maroc 4,BV-MAR-04-01,Diaspora
548,Diaspora,Maroc,Consulat Maroc 4,BV-MAR-04-02,Diaspora
549,Diaspora,Maroc,Consulat Maroc 5,BV-MAR-05-01,Diaspora
550,Diaspora,Maroc,Consulat Maroc 5,BV-MAR-05-02,Diaspora
551,Diaspora,Gabon,Consulat Gabon 1,BV-GAB-01-01,Diaspora
552,Diaspora,Gabon,Consulat Gabon 1,BV-GAB-01-02,Diaspora
553,Diaspora,Gabon,Consulat Gabon 2,BV-GAB-02-01,Diaspora
554,Diaspora,Gabon,Consulat Gabon 2,BV-GAB-02-02,Diaspora
555,Diaspora,Gabon,Consulat Gabon 3,BV-GAB-03-01,Diaspora
556,Diaspora,Gabon,Consulat Gabon 3,BV-GAB-03-02,Diaspora
557,Diaspora,Gabon,Consulat Gabon 4,BV-GAB-04-01,Diaspora
558,Diaspora,Gabon,Consulat Gabon 4,BV-GAB-04-02,Diaspora
559,Diaspora,Gabon,Consulat Gabon 5,BV-GAB-05-01,Diaspora
560,Diaspora,Gabon,Consulat Gabon 5,BV-GAB-05-02,Diaspora
561,Diaspora,Côte d'Ivoire,Consulat Côte d'Ivoire 1,BV-CÔT-01-01,Diaspora
562,Diaspora,Côte d'Ivoire,Consulat Côte d'Ivoire 1,BV-CÔT-01-02,Diaspora
563,Diaspora,Côte d'Ivoire,Consulat Côte d'Ivoire 2,BV-CÔT-02-01,Diaspora
564,Diaspora,Côte d'Ivoire,Consulat Côte d'Ivoire 2,BV-CÔT-02-02,Diaspora
565,Diaspora,Côte d'Ivoire,Consulat Côte d'Ivoire 3,BV-CÔT-03-01,Diaspora
566,Diaspora,Côte d'Ivoire,Consulat Côte d'Ivoire 3,BV-CÔT-03-02,Diaspora
567,Diaspora,Côte d'Ivoire,Consulat Côte d'Ivoire 4,BV-CÔT-04-01,Diaspora
568,Diaspora,Côte d'Ivoire,Consulat Côte d'Ivoire 4,BV-CÔT-04-02,Diaspora
569,Diaspora,Côte d'Ivoire,Consulat Côte d'Ivoire 5,BV-CÔT-05-01,Diaspora
570,Diaspora,Côte d'Ivoire,Consulat Côte d'Ivoire 5,BV-CÔT-05-02,Diaspora
